ID,Corporation,Handle,Text,Datetime,Hashtags,BLM,Juneteenth,Money,Formal Statement
1274779121776766977,AT&T,ATT,"""Listen, support, and be an ACTIVE participant for CHANGE!"" – Deirdre https://t.co/rnVwb5Sbz4",2020-06-21 19:00:01,,False,False,False,False
1274823569675976705,AT&T,ATT,"""How do we live peaceful lives with our families and friends like every other American, and not have those daily conversations about being Black in America and what that means?” – Deirdre https://t.co/VDQJ0AKxve",2020-06-21 21:56:38,,False,False,False,False
1275118860371480576,AT&T,ATT,"""No matter how much you know about systemic racism in this country, we must all stand up for right and challenge injustice."" – Quincy @QuincyH74 https://t.co/6jwacZ6Yfp",2020-06-22 17:30:01,,False,False,False,False
1275134008201031680,AT&T,ATT,"“As long as poverty, injustice and gross inequality persist in our world, none of us can truly rest.” – Nelson Mandela https://t.co/ehMIfTbI8d",2020-06-22 18:30:13,,False,False,False,False
1275517933918187520,AT&T,ATT,"“Listen, not to speak. Listen with the intent to actually understand.” – Yusha @yking6 https://t.co/0BHDGjSm9m",2020-06-23 19:55:48,,False,False,False,False
1275551475381334016,AT&T,ATT,"“We, as a people, a collective, have a moral obligation to act with care and on behalf of others.” – Yusha @yking6 https://t.co/RE9mcSu5M5",2020-06-23 22:09:04,,False,False,False,False
1276261015487868928,AT&T,ATT,"“Not everything that is faced can be changed, but nothing can be changed until it is faced."" – James Baldwin https://t.co/GTBqacbvcg",2020-06-25 21:08:32,,False,False,False,False
1276274081843818498,AT&T,ATT,“It’s also critical that we speak out in the face of injustice – especially when it’s uncomfortable.” – Jonathan https://t.co/ml2GOIhc71,2020-06-25 22:00:27,,False,False,False,False
1276591069598232578,AT&T,ATT,"“I imagine one of the reasons people cling to their hates so stubbornly is because they sense, once hate is gone, they will be forced to deal with pain.” – James Baldwin https://t.co/cy0ANvNVHD",2020-06-26 19:00:03,,False,False,False,False
1276598661879906304,AT&T,ATT,Looking to get more involved to bring about change? Advice from Kendall 👇 https://t.co/oen37DqFAx,2020-06-26 19:30:13,,False,False,False,False
1277027325742202881,AT&T,ATT,“I dare you not to give up. We have to listen to each other and seek to understand.” - Kanini @knnbrooks https://t.co/67RQuniPTn,2020-06-27 23:53:35,,False,False,False,False
1277693764232855552,AT&T,ATT,“You’re either part of the solution or you’re part of the problem.” – Eldridge Cleaver https://t.co/0u4UvOSqUx,2020-06-29 20:01:46,,False,False,False,False
1277980219756826624,AT&T,ATT,"“It is not possible to be in favor of justice for some people and not be in favor of justice for all people.” – Martin Luther King, Jr. https://t.co/Zq060nL30U",2020-06-30 15:00:02,,False,False,False,False
1278346215889960960,AT&T,ATT,Do you really want to be an ally? Here’s Amber with a few ways to do just that. https://t.co/3xGR7DrBEp,2020-07-01 15:14:23,,False,False,False,False
1278448841235353601,AT&T,ATTBusiness,"RT @ATTBusiness: With our commitment to spend $3B with U.S. Black-owned suppliers by the end of 2020, today we reinforce a nearly 52-year c…",2020-07-01 22:02:10,,False,False,True,False
1278704993755975681,AT&T,ATT,The AT&amp;T Experience retail team in Dallas &amp; the powerful murals painted at the Discovery District. #StandforEquality #LifeAtATT https://t.co/h6DKYDtcQG,2020-07-02 15:00:02,StandforEquality;LifeAtATT,False,False,False,False
1279120224961339394,AT&T,ATT,"“It is not our differences that divide us. It is our inability to recognize, accept, and celebrate those differences.”  – Audre Lorde https://t.co/zoBYp0unT9",2020-07-03 18:30:01,,False,False,False,False
1280516978092969984,AT&T,ATT,“I am a proud Black woman. Always be your authentic self — it’s the best gift you can give to this world!” – Mary https://t.co/BhEF5pF95V,2020-07-07 15:00:13,,False,False,False,False
1280593206069964801,AT&T,ATT,"""Change will not come if we wait for some other person or some other time. We are the ones we’ve been waiting for. We are the change we seek.” – President Barack Obama https://t.co/R3HXJl7Pit",2020-07-07 20:03:07,,False,False,False,False
1280595406905176064,AT&T,ATT,“It's time for us to stand on the words that 'all men are created equal'” – Pamela @MSgirl2STL https://t.co/9iTQJPZSub,2020-07-07 20:11:51,,False,False,False,False
1269054779923234816,Walmart,Walmart,"We know it takes more than talk. It takes action. We are taking steps to address racism head-on and accelerate change, including Walmart and the Walmart Foundation committing $100 million over five years so we can move forward, together. https://t.co/PKrPvkwnWP",2020-06-05 23:53:32,,False,False,True,False
1269087117533159424,Walmart,WalmartInc,"RT @WalmartInc: ""Let me say clearly to our Black and African American associates and communities: We hear you. We see you. You are valued a…",2020-06-06 02:02:01,,False,False,False,True
1270792597070438401,Walmart,Walmart,"Today, we’re introducing a series to better highlight Black and African American experiences and voices in our community. Meet Chris, a natural leader with a passion for teamwork, who worked his way up from intern to new store manager of Walmart Montgomery. Congrats, Chris. https://t.co/IIJOXi8AjY",2020-06-10 18:58:59,,False,False,False,False
1271563770309926912,Walmart,Walmart,"We’re listening. We’re learning. We’re taking action. Last week, Walmart and the Walmart Foundation committed $100 million over five years to address racism head-on and accelerate meaningful change in communities across the country. Learn more here: https://t.co/BcyLNm6kY5 https://t.co/Wmk3716IrP",2020-06-12 22:03:22,,True,False,True,True
1276924484818214912,Walmart,Walmart,"Thank you to associate @TrizztheWhiz for sharing “See the Light” with the world, and thanks to the team who helped bring his vision and message to life.

This feature is part of our ongoing series to better highlight Black &amp; African American experiences &amp; voices in our community. https://t.co/ipLrsB1Mz8",2020-06-27 17:04:55,,False,False,False,False
1267140211861073927,Amazon.com,amazon,https://t.co/yI4MYEDz4C,2020-05-31 17:05:43,,False,False,False,False
1268240752309669888,Amazon.com,amazon,"Amazon stands in solidarity with the Black community — we remain steadfast in our support for our employees, customers, partners, and the communities where they live and work. And we stand in support of organizations that are making a difference. https://t.co/r29sVMNosA https://t.co/Jn9QIiS34g",2020-06-03 17:58:52,,False,False,True,False
1273786528183906304,Amazon.com,amazon,"Juneteenth is an opportunity to pause, recognize, and cement this moment in our national history. To do this, we’ve raised the Pan-African flag at our Seattle HQ and provided Amazonians around the world access to online learning tools and resources intended to (1/2)",2020-06-19 01:15:48,,False,True,False,False
1267137564537831424,Alphabet,sundarpichai,RT @sundarpichai: Today on US Google &amp; YouTube homepages we share our support for racial equality in solidarity with the Black community an…,2020-05-31 16:55:12,,False,False,False,True
1268218558263078912,Alphabet,Google,"Today Googlers are holding an 8-minute, 46-second moment of silence to honor the memories of George Floyd and Black lives lost. Read our CEO’s note to the company → https://t.co/7h2rCADg1d https://t.co/GUWZBRXNBU",2020-06-03 16:30:41,,True,False,True,True
1273335919865671682,Alphabet,Google,"We’re committed to advancing racial equity inside and outside of Google. 

In the next few tweets, we’ll highlight some of the details around our commitments. You can also click the link below to read our CEO’s full note to the company. https://t.co/TA2i8yYbKT",2020-06-17 19:25:15,,False,False,False,False
1273828088082644992,Alphabet,GoogleDoodles,"RT @GoogleDoodles: Today’s video #GoogleDoodle honors the 155th anniversary of #Juneteenth, a celebration of Black liberation in the U.S. &amp;…",2020-06-19 04:00:57,GoogleDoodle;Juneteenth,False,True,False,False
1274010016345919490,Alphabet,googlearts,"RT @googlearts: Today is the 155th anniversary of the holiday known as America's ""Second Independence Day"" #Juneteenth. Learn more about th…",2020-06-19 16:03:52,Juneteenth,False,True,False,False
1274024142656827392,Alphabet,Google,"Go behind the scenes and see how artist @LoveisWise_, narrator @LevarBurton, and others collaborated to create today's @googledoodles honoring #Juneteenth → https://t.co/dgNUYOcitN https://t.co/zLmUmsPNod",2020-06-19 17:00:00,Juneteenth,False,True,False,False
1273994414008999939,Alphabet,Google,"""We consider 'Lift Every Voice &amp; Sing' the Black national anthem. It's a song that, when we gather, it's a part of the gathering.""
— @levarburton, narrator of today's @GoogleDoodles video 

Learn more about #Juneteenth → https://t.co/dgNUYOtTSn https://t.co/UYkotF3tR3",2020-06-19 15:01:52,Juneteenth,False,True,False,False
1274055280389689344,Alphabet,lifeatgoogle,"RT @lifeatgoogle: What does a virtual #Juneteenth look like at Google? Today, Googlers across the country are gathering for online discussi…",2020-06-19 19:03:44,Juneteenth,False,True,False,False
1274071827938189320,Alphabet,googleearth,"RT @googleearth: This #Juneteenth take a journey to celebrate the achievements of Black artists, activists and politicians who have shaped…",2020-06-19 20:09:29,Juneteenth,False,True,False,False
1276236625408856065,Alphabet,Google,Education is critical to our commitment to racial equity. We're making a $1M @googleorg grant to @DonorsChoose to support Black &amp; Latinx teachers as well as educators seeking inclusive materials. Learn more about the resources available → https://t.co/oiFI5AYB66 #ISeeMe,2020-06-25 19:31:37,ISeeMe,False,False,True,False
1276576626856259585,Alphabet,Google,Google Trends reveals that the U.S. is searching about racial injustice more than ever before. Visit https://t.co/nm1BAtEqZi to learn more about our commitment to racial equity. https://t.co/x6qwcVRAWn,2020-06-26 18:02:40,,False,False,False,False
1277683822679777280,Alphabet,Google,"📈 This week in Search: We’re looking for ways to authentically represent ourselves and support one another. From “blm pride flag” to “black trans protest donation fund,” here’s what the world searched for this Pride month. https://t.co/8swqkvdfMx",2020-06-29 19:22:16,,False,False,False,False
1280246082321203200,Alphabet,Google,"Talks at Google is streaming a new series of discussions with leaders from the racial equity and justice movement. Watch last week's premiere, and all future episodes, at https://t.co/zElSnqVIuP https://t.co/Y5X5C5926h",2020-07-06 21:03:46,,False,False,False,False
1274028192823721989,Cigna,Cigna,#TeamCigna came together virtually today for a company town hall. The conversation was dedicated to open and honest dialogue about racism and how we’re continuing to make meaningful progress as a company and a society. Read more from the voices of our employees. #WeAreCigna https://t.co/ndfQCPL0YJ,2020-06-19 17:16:06,TeamCigna;WeAreCigna,False,False,False,False
1274366922633752577,Cigna,Cigna,"Within the last few weeks around our company, we have been engaging in meaningful conversations about racism and how it impacts us, reminding us that #WeAreCigna but not all the same. Read more from Cigna employees influenced by their experiences through this impactful dialogue. https://t.co/P3EkcI4YTS",2020-06-20 15:42:05,WeAreCigna,False,False,False,False
1275809930445041665,Cigna,Cigna,"#TeamCigna has come together to listen and support each other. But it takes more than just coming together - we must also honor and recognize our differences. Whether tied to race, experience or gender identity, ensuring unique differences are valued is so important. #WeAreCigna https://t.co/DGVXJIg4G5",2020-06-24 15:16:05,TeamCigna;WeAreCigna,False,False,False,False
1275917887866318848,Cigna,Cigna,"Today Cigna President and CEO, David Cordani, joined a virtual panel discussion with @DiversityInc, @MagicJohnson and @MSMPres to further the national dialogue on the history of systemic racism in our culture and communities and address the path forward. https://t.co/V77iaBY9uw",2020-06-24 22:25:04,,False,False,False,True
1276190948993761282,Cigna,Cigna,Thank you @MagicJohnson for joining Cigna and @DiversityInc’s virtual panel to advance the national conversation on systemic racism in our communities and how we can be effective partners. https://t.co/APgPdNlXSg,2020-06-25 16:30:07,,False,False,False,False
1276221142555115521,Cigna,Cigna,"Thank you to @DiversityInc CEO @JohnsonCarolynn for moderating yesterday’s powerful panel discussion with Cigna CEO David Cordani, @MagicJohnson and @MSMPres to advance the conversation on systemic racism. https://t.co/fufMsffH8R",2020-06-25 18:30:06,,False,False,False,False
1278084564305481729,Cigna,Cigna,Last week Cigna and @DiversityInc hosted a virtual event to advance the national dialogue on systemic racism and address the path forward. Cigna CEO David Cordani was joined by @MagicJohnson and @MSMPres as they discussed ways to build a more equitable future. #WeAreCigna https://t.co/pKXBM2htll,2020-06-30 21:54:40,WeAreCigna,False,False,False,False
1268646319029137415,Cigna,Cigna,"Please read this letter written by Cigna's Enterprise Leadership Team addressed to employees. No person should ever be subjected to unjust treatment because of who they are, what they believe, or what they look like. We see you. We hear you. We stand with you. We stand together. https://t.co/83RLNPQlhI",2020-06-04 20:50:27,,False,False,False,True
1268984687927705600,Chevron,Chevron,black lives matter. words from our leaders: https://t.co/Dl1WEKdCJe https://t.co/pjyZEWx498,2020-06-05 19:15:00,,True,False,False,True
1266512772000559105,Cardinal Health,cardinalhealth,https://t.co/UTvlRuAhCm,2020-05-29 23:32:30,,False,False,False,False
1274029088081162240,Cardinal Health,cardinalhealth,"On Juneteenth, we’re proud to be among Columbus Business First’s 2020 Diversity in Business Award honorees. We’re committed to standing with other honorees as we work to build more diverse &amp; inclusive communities. Thank you @columbusbiz1st! https://t.co/p0DlidhEfD",2020-06-19 17:19:39,,False,True,False,False
1268283423220588544,General Motors,GM,"In the face of the injustices Black Americans continue to face, we intend to be part of meaningful, deliberate change beginning with ourselves. Hear from our Chairman and CEO @mtbarra about the commitment we're making to our employees and communities. https://t.co/jl6eTYYrbN https://t.co/svGenLuvtZ",2020-06-03 20:48:26,,False,False,False,True
1269012310976352256,General Motors,GM,"Detroit glows purple tonight to stand with the Black community across the nation in demanding justice for George Floyd. As a first step in our goal to help root out intolerance, we'll be donating $10M to organizations promoting inclusion &amp; racial justice. https://t.co/DQtKYtxveq https://t.co/f6emtPBGuS",2020-06-05 21:04:46,,False,False,True,False
1274015588935962626,General Motors,GM,"Yesterday, our Executive Vice President Gerald Johnson shared a moving message about his experiences as a Black American and his hope for a more just and inclusive future. Watch the full video and learn about the immediate actions we're taking at: https://t.co/u9svBUg1qM https://t.co/3M7fUPFt4f",2020-06-19 16:26:01,,False,False,False,True
1275461066718433282,General Motors,GM,"Yesterday, our Chairman and CEO @mtbarra announced the individuals who will make up our Inclusion Advisory Board, which is set to begin meeting in July. Learn more about this board and the principles that will guide it below. https://t.co/A4VZHJLZUn",2020-06-23 16:09:49,,False,False,False,True
1267210091369037824,Walgreens Boots Alliance,WalgreensNews,"RT @WalgreensNews: We’ve always taken pride in championing the health and well-being of communities all across America. Today, so many of t…",2020-05-31 21:43:24,,False,False,False,True
1269053513323216897,Walgreens Boots Alliance,Walgreens,"Our commitment to the communities we serve is absolute. Therefore, we promise to: https://t.co/Ui8pTJqhgG",2020-06-05 23:48:30,,False,False,False,False
1273982657077141509,Walgreens Boots Alliance,Walgreens,"This Juneteenth, we pledge to work toward an anti-racist society &amp; affirm our support of the Black Lives Matter movement. Today, we share our commitment to racial equality by investing in two Chicago-based organizations doing impactful work as we build a long-term action plan. https://t.co/Qhu6iDSBxD",2020-06-19 14:15:09,,True,True,True,False
1267496167803367425,Verizon Communications,Verizon,"""We have the responsibility as a large corporation to do right in these times. We cannot commit to the brand purpose of moving the world forward unless we're committed to helping ensure we move forward for everyone."" -@HansVestberg
https://t.co/fHH4TWe52g https://t.co/9wGIjhwBgw",2020-06-01 16:40:10,,False,False,True,True
1267515165647519751,Verizon Communications,NAACP,RT @NAACP: .@Verizon has shared their support and partnership to advocate for the civil and human rights of all people and to further our m…,2020-06-01 17:55:39,,False,False,True,True
1267518238977593345,Verizon Communications,RevJJackson,RT @RevJJackson: ThankYou to @Verizon &amp;CEO @Hansvestberg for your vision of our mission. As we continue to build on our work w/Verizon over…,2020-06-01 18:07:52,,False,False,True,False
1267521572803313664,Verizon Communications,VerizonPolicy,RT @VerizonPolicy: We have the responsibility to do right in these times. Our CEO announced today Verizon will commit $10M to social justic…,2020-06-01 18:21:07,,False,False,True,True
1267522195473010688,Verizon Communications,VerizonNews,"RT @VerizonNews: A message from Verizon's Chairman and CEO, Hans Vestberg:",2020-06-01 18:23:35,,False,False,True,True
1267529767236108291,Verizon Communications,TheRevAl,"RT @TheRevAl: Verizon commits $10 million to aid organizations dedicated to equality and social justice. 

@Verizon @NatUrbanLeague @NAACP…",2020-06-01 18:53:40,,False,False,True,True
1267552790366347269,Verizon Communications,NatUrbanLeague,RT @NatUrbanLeague: We're glad to see companies like @Verizon stepping up in this moment to uplift the fight for #justice &amp; support our wor…,2020-06-01 20:25:09,justice,False,False,True,True
1267534807770300420,Verizon Communications,TheRevAl,RT @TheRevAl: @verizon has shared their support and partnership to advocate for the civil and human rights of all people and to further our…,2020-06-01 19:13:42,,False,False,True,True
1267562187238903811,Verizon Communications,civilrightsorg,"RT @civilrightsorg: Thank you, @Verizon. We deeply appreciate your support and partnership in advocating for civil and human rights. https:…",2020-06-01 21:02:30,,False,False,True,True
1267570967305478150,Verizon Communications,NCBCP,"RT @NCBCP: We thank Verizon for their commitment to civil rights, human rights and social justice; and for investing in the work of The Nat…",2020-06-01 21:37:23,,False,False,True,True
1267805222258294785,Verizon Communications,Verizon,#blackouttuesday https://t.co/439gApvRT5,2020-06-02 13:08:14,blackouttuesday,False,False,False,False
